"Card: Recovery Mode Status","Tarjeta: Estado del modo de recuperación"
"Card: Trusted Devices","Tarjeta: Dispositivos de confianza"
"Card: Diagnostics Reports","Tarjeta: Informes de diagnóstico"
"Card: Audit Events","Tarjeta: Eventos de auditoría"
"Card: Last Cleanup","Tarjeta: Última limpieza"
"Card: Last Security Event","Tarjeta: Último evento de seguridad"
"Card: Security Score","Tarjeta: Puntuación de seguridad"
"Weighting for the 0-100 security score engine. Weights should sum to 100.","Ponderación para el motor de puntuación de seguridad de 0 a 100. Los pesos deben sumar 100."
"Enable Security Score","Activar la puntuación de seguridad"
"Weight: Authentication","Peso: Autenticación"
"Relative weight of authentication controls in the total score.","Peso relativo de los controles de autenticación en la puntuación total."
"Weight: Security","Peso: Seguridad"
"Relative weight of platform security controls in the total score.","Peso relativo de los controles de seguridad de la plataforma en la puntuación total."
"Weight: Operational","Peso: Operativo"
"Relative weight of operational controls in the total score.","Peso relativo de los controles operativos en la puntuación total."
"Weight: Threats","Peso: Amenazas"
"Relative weight of active threat indicators in the total score.","Peso relativo de los indicadores de amenazas activas en la puntuación total."
"Environment and configuration sanity checks for the module.","Comprobaciones de entorno y configuración del módulo."
"Enable Health Check","Activar la comprobación de estado"
"Support diagnostics report generation and delivery.","Generación y envío de informes de diagnóstico de soporte."
"Enable Diagnostics","Activar diagnósticos"
"Support Email Recipient","Destinatario del correo de soporte"
"Destination address used when sending diagnostics reports to the developer.","Dirección de destino utilizada al enviar informes de diagnóstico al desarrollador."
"Support Reference Prefix","Prefijo de referencia de soporte"
"Prefix used for the Support Reference ID in ZIP filenames, manifests, and emails.","Prefijo utilizado para el ID de referencia de soporte en nombres de archivos ZIP, manifiestos y correos."
"Cleanup","Limpieza"
"Data retention and scheduled cleanup policies.","Políticas de retención de datos y limpieza programada."
"Enable Scheduled Cleanup","Activar la limpieza programada"
"Challenge Retention (days)","Retención de challenges (días)"
"How long expired WebAuthn challenges are retained before cleanup.","Cuánto tiempo se conservan los challenges de WebAuthn caducados antes de la limpieza."
"Diagnostics Retention (days)","Retención de diagnósticos (días)"
"How long generated diagnostics reports are retained before cleanup.","Cuánto tiempo se conservan los informes de diagnóstico generados antes de la limpieza."
"Audit Log Retention (days)","Retención del registro de auditoría (días)"
"How long audit events are retained before cleanup.","Cuánto tiempo se conservan los eventos de auditoría antes de la limpieza."
"Fail2Ban","Fail2Ban"
"Write parseable log lines for Fail2Ban to consume.","Escribe líneas de registro analizables para que Fail2Ban las procese."
"Enable Fail2Ban Logging","Activar el registro para Fail2Ban"
"Fail2Ban Log Path","Ruta del registro de Fail2Ban"
"Filesystem path (relative to the Magento root) for Fail2Ban-compatible log lines.","Ruta del sistema de archivos (relativa a la raíz de Magento) para líneas de registro compatibles con Fail2Ban."
"Optional white-label branding. Enabled by default with FalconMedia defaults.","Personalización de marca blanca opcional. Activada de forma predeterminada con los valores de FalconMedia."
"Enable Branding","Activar personalización de marca"
"When enabled, the configured branding replaces the default FalconMedia branding.","Cuando está activada, la personalización configurada reemplaza la marca predeterminada de FalconMedia."
"Company Name","Nombre de la empresa"
"Support Email","Correo de soporte"
"Support URL","URL de soporte"
"Documentation URL","URL de documentación"
"Privacy Policy URL","URL de la política de privacidad"
"Footer Text","Texto del pie de página"
"Primary Accent Color","Color de acento principal"
"Hex color used as the primary accent in branded surfaces (e.g. #1f2937).","Color hexadecimal utilizado como acento principal en las superficies con marca (p. ej. #1f2937)."
"Secondary Accent Color","Color de acento secundario"
"Hex color used as the secondary accent in branded surfaces (e.g. #2563eb).","Color hexadecimal utilizado como acento secundario en las superficies con marca (p. ej. #2563eb)."
"Email Templates","Plantillas de correo"
"Transactional email templates used by the module.","Plantillas de correo transaccional utilizadas por el módulo."
"Passkey Reminder Template","Plantilla de recordatorio de clave de acceso"
"Email sent to administrators who have not registered a passkey.","Correo enviado a los administradores que no han registrado una clave de acceso."
"Lockout Notification Template","Plantilla de notificación de bloqueo"
"Email sent when an administrator account is locked out.","Correo enviado cuando se bloquea una cuenta de administrador."
"Recovery Notification Template","Plantilla de notificación de recuperación"
"Email sent when emergency recovery mode is enabled or disabled.","Correo enviado cuando se activa o desactiva el modo de recuperación de emergencia."
"Diagnostics Report Template","Plantilla de informe de diagnóstico"
"Email used when sending a diagnostics report to the developer.","Correo utilizado al enviar un informe de diagnóstico al desarrollador."
"Developer Options","Opciones de desarrollador"
"Diagnostics-only options. Do not enable on production unless instructed.","Opciones exclusivas de diagnóstico. No las active en producción salvo que se le indique."
"Enable Debug Logging","Activar el registro de depuración"
"Write verbose module diagnostics to the Magento log. Keep disabled on production.","Escribe diagnósticos detallados del módulo en el registro de Magento. Manténgalo desactivado en producción."
"ID","ID"
"Created At","Creado el"
"Event Type","Tipo de evento"
"Severity","Gravedad"
"Actor (Admin User ID)","Actor (ID de usuario admin)"
"Target (Admin User ID)","Objetivo (ID de usuario admin)"
"IP Address","Dirección IP"
"User Agent","Agente de usuario"
"Support Reference ID","ID de referencia de soporte"
"Metadata","Metadatos"
"Passkey Registration","Registro de clave de acceso"
"Passkey Login","Inicio de sesión con clave de acceso"
"Password Login","Inicio de sesión con contraseña"
"Login Failed","Inicio de sesión fallido"
"Passkey Revoked","Clave de acceso revocada"
"Trusted Device Revoked","Dispositivo de confianza revocado"
"Account Lockout","Bloqueo de cuenta"
"Account Unlock","Desbloqueo de cuenta"
"Recovery Mode Enabled","Modo de recuperación activado"
"Recovery Mode Disabled","Modo de recuperación desactivado"
"Diagnostics Report Generated","Informe de diagnóstico generado"
"Diagnostics Report Sent","Informe de diagnóstico enviado"
"Data Cleanup","Limpieza de datos"
"Migration Reminder Sent","Recordatorio de migración enviado"
"Configuration Change","Cambio de configuración"
"Info","Información"
"Notice","Aviso"
"Warning","Advertencia"
"Critical","Crítico"
"WebAuthn","WebAuthn"
"Relying party and ceremony settings for passkey registration and login. Leave RP ID and origin empty to derive them from the store base URL.","Ajustes de la parte de confianza y de las ceremonias para el registro y el inicio de sesión con clave de acceso. Deje rpId y origin vacíos para derivarlos de la URL base de la tienda."
"Relying Party Name","Nombre de la parte de confianza"
"Human-readable name shown by the authenticator during registration. Falls back to the branding company name when empty.","Nombre legible que muestra el autenticador durante el registro. Recurre al nombre de empresa de la personalización cuando está vacío."
"Relying Party ID (rpId)","ID de la parte de confianza (rpId)"
"Registrable domain used as the WebAuthn rpId (e.g. example.com). Leave empty to derive it from the store base URL host.","Dominio registrable utilizado como rpId de WebAuthn (p. ej. example.com). Déjelo vacío para derivarlo del host de la URL base de la tienda."
"Expected Origin","Origen esperado"
"Origin expected in WebAuthn responses (e.g. https://example.com). Leave empty to derive it from the store base URL.","Origen esperado en las respuestas de WebAuthn (p. ej. https://example.com). Déjelo vacío para derivarlo de la URL base de la tienda."
"User Verification","Verificación del usuario"
"WebAuthn userVerification requirement for registration and assertion ceremonies.","Requisito userVerification de WebAuthn para las ceremonias de registro y de aserción."
"Resident Key","Clave residente"
"WebAuthn residentKey requirement. Preferred or Required enables discoverable (usernameless) passkeys.","Requisito residentKey de WebAuthn. Preferred o Required activa las claves de acceso detectables (sin nombre de usuario)."
"Ceremony Timeout (milliseconds)","Tiempo de espera de la ceremonia (milisegundos)"
"Timeout hint passed to the browser WebAuthn ceremony.","Sugerencia de tiempo de espera que se pasa a la ceremonia WebAuthn del navegador."
"Challenge Lifetime (seconds)","Vigencia del challenge (segundos)"
"How long a generated challenge remains valid before it expires and must be reissued.","Cuánto tiempo permanece válido un challenge generado antes de caducar y tener que reemitirse."
"Required","Obligatorio"
"Preferred","Preferido"
"Discouraged","Desaconsejado"
"The passkey challenge is invalid.","El challenge de la clave de acceso no es válido."
"The passkey challenge has expired.","El challenge de la clave de acceso ha caducado."
"The passkey challenge has already been used.","El challenge de la clave de acceso ya se ha utilizado."
"The passkey challenge does not match.","El challenge de la clave de acceso no coincide."
"The passkey challenge does not match the requested user.","El challenge de la clave de acceso no coincide con el usuario solicitado."
"The passkey challenge could not be consumed.","No se pudo consumir el challenge de la clave de acceso."
"The passkey response is incomplete.","La respuesta de la clave de acceso está incompleta."
"The passkey client data is missing.","Faltan los datos de cliente de la clave de acceso."
"The passkey client data could not be read.","No se pudieron leer los datos de cliente de la clave de acceso."
"The passkey client data is malformed.","Los datos de cliente de la clave de acceso están mal formados."
"Unexpected passkey ceremony type.","Tipo de ceremonia de clave de acceso inesperado."
"The passkey origin is not allowed.","El origen de la clave de acceso no está permitido."
"The passkey authenticator data is malformed.","Los datos del autenticador de la clave de acceso están mal formados."
"The passkey attestation is missing required data.","A la atestación de la clave de acceso le faltan datos obligatorios."
"The passkey attestation object is missing.","Falta el objeto de atestación de la clave de acceso."
"The passkey attestation object could not be read.","No se pudo leer el objeto de atestación de la clave de acceso."
"The passkey relying party could not be verified.","No se pudo verificar la parte de confianza de la clave de acceso."
"User presence was not verified by the authenticator.","El autenticador no verificó la presencia del usuario."
"User verification is required but was not performed.","La verificación del usuario es obligatoria pero no se realizó."
"The passkey credential does not match the attestation.","La credencial de la clave de acceso no coincide con la atestación."
"This passkey is already registered.","Esta clave de acceso ya está registrada."
"The passkey credential is not recognised.","La credencial de la clave de acceso no se reconoce."
"The passkey credential is no longer active.","La credencial de la clave de acceso ya no está activa."
"The passkey user handle does not match.","El identificador de usuario de la clave de acceso no coincide."
"The passkey signature is invalid.","La firma de la clave de acceso no es válida."
"The passkey signature is malformed.","La firma de la clave de acceso está mal formada."
"The passkey sign counter is invalid.","El contador de firmas de la clave de acceso no es válido."
"The passkey login could not be completed.","No se pudo completar el inicio de sesión con clave de acceso."
"The passkey public key is missing.","Falta la clave pública de la clave de acceso."
"The passkey public key is malformed.","La clave pública de la clave de acceso está mal formada."
"The passkey public key could not be decoded.","No se pudo decodificar la clave pública de la clave de acceso."
"Unsupported passkey public key algorithm.","Algoritmo de clave pública de clave de acceso no compatible."
"Unsupported passkey elliptic curve.","Curva elíptica de clave de acceso no compatible."
"Waiting for your passkey…","Esperando su clave de acceso…"
"This browser does not support passkeys.","Este navegador no admite claves de acceso."
"Manage Other Admins' Passkeys","Gestionar las claves de acceso de otros administradores"
"Passkey Name Updated","Nombre de la clave de acceso actualizado"
"Passkey Setup","Configuración de la clave de acceso"
"My Passkeys","Mis claves de acceso"
"The passkey could not be found.","No se pudo encontrar la clave de acceso."
"Your passkey name has been updated.","El nombre de su clave de acceso se ha actualizado."
"Your passkey has been revoked.","Su clave de acceso ha sido revocada."
"The passkey has been revoked.","La clave de acceso ha sido revocada."
"Please enter a name for this passkey.","Introduzca un nombre para esta clave de acceso."
"The passkey could not be registered. Please try again.","No se pudo registrar la clave de acceso. Inténtelo de nuevo."
"The passkey name could not be saved. Please try again.","No se pudo guardar el nombre de la clave de acceso. Inténtelo de nuevo."
"Welcome","Bienvenido"
"Register","Registrar"
"Name it","Asignar nombre"
"Finish","Finalizar"
"Set up a passkey for your Admin account","Configure una clave de acceso para su cuenta de administrador"
"Passkeys let you sign in with your device biometrics or security key instead of a password. They are phishing-resistant and cannot be reused across sites, which makes them far safer than passwords.","Las claves de acceso le permiten iniciar sesión con la biometría de su dispositivo o una llave de seguridad en lugar de una contraseña. Son resistentes al phishing y no pueden reutilizarse entre sitios, lo que las hace mucho más seguras que las contraseñas."
"You can use a built-in fingerprint or face sensor, your phone, or a hardware security key.","Puede utilizar un sensor de huella dactilar o facial integrado, su teléfono o una llave de seguridad de hardware."
"Get started","Comenzar"
"Create your passkey","Cree su clave de acceso"
"Select ""Create Passkey"" and follow your browser prompt to register this device.","Seleccione ""Crear clave de acceso"" y siga la indicación de su navegador para registrar este dispositivo."
"Create Passkey","Crear clave de acceso"
"Passkey registered","Clave de acceso registrada"
"Give this passkey a name so you can recognise it later.","Asigne un nombre a esta clave de acceso para reconocerla más tarde."
"Passkey name","Nombre de la clave de acceso"
"e.g. Work laptop","p. ej. Portátil del trabajo"
"Save name","Guardar nombre"
"You are all set","Todo listo"
"We recommend registering a second passkey (for example on your phone) as a backup, so you never lose access to the Admin.","Le recomendamos registrar una segunda clave de acceso (por ejemplo, en su teléfono) como respaldo, para no perder nunca el acceso al administrador."
"Add another passkey","Añadir otra clave de acceso"
"Continue to Magento Admin","Continuar al administrador de Magento"
"Add passkey","Añadir clave de acceso"
"You have no passkeys yet. Add one to sign in without a password.","Aún no tiene claves de acceso. Añada una para iniciar sesión sin contraseña."
"Name","Nombre"
"Device","Dispositivo"
"Last Used At","Último uso el"
"Status","Estado"
"Actions","Acciones"
"Never","Nunca"
"Rename","Cambiar nombre"
"Revoke","Revocar"
"—","—"
"Active","Activo"
"Revoked","Revocado"
"Unnamed passkey","Clave de acceso sin nombre"
"Unknown device","Dispositivo desconocido"
"Attestation: %1","Atestación: %1"
"AAGUID: %1","AAGUID: %1"
"Enter a new name for this passkey:","Introduzca un nuevo nombre para esta clave de acceso:"
"Revoke this passkey? This cannot be undone.","¿Revocar esta clave de acceso? Esta acción no se puede deshacer."
"The action could not be completed. Please try again.","No se pudo completar la acción. Inténtelo de nuevo."
"Successful Logins Before Trust","Inicios de sesión correctos antes de confiar"
"Number of successful logins from a browser before it is remembered as a trusted device.","Número de inicios de sesión correctos desde un navegador antes de que se recuerde como dispositivo de confianza."
"Failed Attempt Window (minutes)","Ventana de intentos fallidos (minutos)"
"Rolling time window in which failed attempts are counted toward the lockout threshold.","Ventana de tiempo móvil en la que los intentos fallidos se contabilizan para el umbral de bloqueo."
"Recovery Auto-Expiry (minutes)","Expiración automática de la recuperación (minutos)"
"Emergency recovery mode disables itself automatically after this many minutes so it can never stay on indefinitely.","El modo de recuperación de emergencia se desactiva automáticamente tras este número de minutos para que nunca permanezca activo indefinidamente."
"Trusted Device Created","Dispositivo de confianza creado"
"Trusted Device Expired","Dispositivo de confianza caducado"
"Brute Force Detected","Fuerza bruta detectada"
"Expired","Caducado"
"Released","Liberado"
"Admin User ID","ID de usuario admin"
"Device Label","Etiqueta del dispositivo"
"First Seen At","Visto por primera vez el"
"Last Seen At","Visto por última vez el"
"Expires At","Caduca el"
"Revoked At","Revocado el"
"Username","Nombre de usuario"
"Reason","Motivo"
"Failed Attempts","Intentos fallidos"
"Locked Until","Bloqueado hasta"
"Unlocked At","Desbloqueado el"
"Unlocked By (Admin User ID)","Desbloqueado por (ID de usuario admin)"
"Revoke trusted device","Revocar dispositivo de confianza"
"Revoke this trusted device? The browser will need to be trusted again.","¿Revocar este dispositivo de confianza? El navegador deberá volver a ser de confianza."
"Unlock","Desbloquear"
"Release lockout","Liberar bloqueo"
"Release this lockout so the account can log in again?","¿Liberar este bloqueo para que la cuenta pueda volver a iniciar sesión?"
"No trusted device was specified.","No se especificó ningún dispositivo de confianza."
"The trusted device has been revoked.","El dispositivo de confianza ha sido revocado."
"The trusted device could not be found.","No se pudo encontrar el dispositivo de confianza."
"The trusted device could not be revoked. Please try again.","No se pudo revocar el dispositivo de confianza. Inténtelo de nuevo."
"Lockout Management","Gestión de bloqueos"
"No lockout was specified.","No se especificó ningún bloqueo."
"The lockout has been released.","El bloqueo ha sido liberado."
"The lockout could not be found.","No se pudo encontrar el bloqueo."
"The lockout could not be released. Please try again.","No se pudo liberar el bloqueo. Inténtelo de nuevo."
"Emergency Recovery Mode","Modo de recuperación de emergencia"
"Invalid form key. Please try again.","Clave de formulario no válida. Inténtelo de nuevo."
"Emergency recovery mode is now ENABLED. Every action is audited; disable it as soon as access is restored.","El modo de recuperación de emergencia está ahora ACTIVADO. Cada acción se audita; desactívelo en cuanto se restablezca el acceso."
"Emergency recovery mode could not be enabled. Please try again.","No se pudo activar el modo de recuperación de emergencia. Inténtelo de nuevo."
"Emergency recovery mode is now disabled.","El modo de recuperación de emergencia está ahora desactivado."
"Emergency recovery mode could not be disabled. Please try again.","No se pudo desactivar el modo de recuperación de emergencia. Inténtelo de nuevo."
"Recovery mode is currently ENABLED.","El modo de recuperación está actualmente ACTIVADO."
"Recovery mode is currently disabled.","El modo de recuperación está actualmente desactivado."
"Last State","Último estado"
"Enabled At","Activado el"
"Disabled At","Desactivado el"
"Recovery mode auto-expires after %1 minutes so it can never stay on indefinitely.","El modo de recuperación expira automáticamente tras %1 minutos para que nunca permanezca activo indefinidamente."
"Disable emergency recovery mode now?","¿Desactivar ahora el modo de recuperación de emergencia?"
"Reason (optional)","Motivo (opcional)"
"Disable Recovery Mode","Desactivar el modo de recuperación"
"Enable emergency recovery mode? This is audited and should only be used to restore blocked Admin access.","¿Activar el modo de recuperación de emergencia? Esto se audita y solo debe usarse para restablecer el acceso bloqueado al administrador."
"Enable Recovery Mode","Activar el modo de recuperación"
"Too many failed attempts. Please try again later.","Demasiados intentos fallidos. Inténtelo de nuevo más tarde."
"Too many failed attempts. This account is temporarily locked. Please try again later.","Demasiados intentos fallidos. Esta cuenta está bloqueada temporalmente. Inténtelo de nuevo más tarde."
"Emergency recovery mode is disabled in configuration.","El modo de recuperación de emergencia está desactivado en la configuración."
"Emergency recovery mode is already enabled.","El modo de recuperación de emergencia ya está activado."
"Emergency recovery mode is not currently enabled.","El modo de recuperación de emergencia no está activado actualmente."
"Passkey Migration Dashboard","Panel de migración de claves de acceso"
"Passkey Health Check","Comprobación de estado de claves de acceso"
"Passkey Security Score","Puntuación de seguridad de claves de acceso"
"Passkey Diagnostics","Diagnósticos de claves de acceso"
"Passkey Data Cleanup","Limpieza de datos de claves de acceso"
"Migration Dashboard","Panel de migración"
"Health Check","Comprobación de estado"
"Security Score","Puntuación de seguridad"
"Diagnostics","Diagnósticos"
"Data Cleanup","Limpieza de datos"
"Username","Nombre de usuario"
"Name","Nombre"
"Role","Rol"
"2FA","2FA"
"Passkeys","Claves de acceso"
"Trusted Devices","Dispositivos de confianza"
"Onboarding","Incorporación"
"Lockout","Bloqueo"
"Last Login","Último inicio de sesión"
"Last Passkey Login","Último inicio de sesión con clave de acceso"
"Counts","Recuentos"
"Categories","Categorías"
"Rating","Calificación"
"Captured At","Capturado el"
"Action","Acción"
"Download","Descargar"
"Registered","Registrado"
"Missing","Ausente"
"Complete","Completo"
"Required","Obligatorio"
"Optional","Opcional"
"Configured","Configurado"
"Not configured","Sin configurar"
"Locked","Bloqueado"
"None","Ninguno"
"Pending","Pendiente"
"Generated","Generado"
"Send Passkey Reminder","Enviar recordatorio de clave de acceso"
"Send a passkey migration reminder to the selected administrators? Admins that already have a passkey are skipped.","¿Enviar un recordatorio de migración de clave de acceso a los administradores seleccionados? Se omiten los administradores que ya tienen una clave de acceso."
"Send to Developer","Enviar al desarrollador"
"Email the selected diagnostics reports to the configured developer?","¿Enviar por correo los informes de diagnóstico seleccionados al desarrollador configurado?"
"Reminders sent: %1, skipped: %2, failed: %3.","Recordatorios enviados: %1, omitidos: %2, fallidos: %3."
"Could not send the reminders: %1","No se pudieron enviar los recordatorios: %1"
"Diagnostics bundle %1 was generated.","Se generó el paquete de diagnóstico %1."
"Could not generate the bundle: %1","No se pudo generar el paquete: %1"
"Could not download the bundle: %1","No se pudo descargar el paquete: %1"
"Reports sent: %1, failed: %2.","Informes enviados: %1, fallidos: %2."
"Could not send the reports: %1","No se pudieron enviar los informes: %1"
"Cleanup completed successfully.","La limpieza se completó correctamente."
"Cleanup completed with errors. Check the cleanup log for details.","La limpieza se completó con errores. Consulte el registro de limpieza para más detalles."
"Could not run cleanup: %1","No se pudo ejecutar la limpieza: %1"
"Security score snapshot saved: %1 (%2).","Instantánea de la puntuación de seguridad guardada: %1 (%2)."
"Could not capture a snapshot: %1","No se pudo capturar una instantánea: %1"
"Reminder emails are disabled in configuration.","Los correos de recordatorio están desactivados en la configuración."
"This administrator has no email address on file.","Este administrador no tiene una dirección de correo registrada."
"This administrator already has an active passkey.","Este administrador ya tiene una clave de acceso activa."
"The administrator could not be found.","No se pudo encontrar al administrador."
"The reminder email could not be sent. Please try again.","No se pudo enviar el correo de recordatorio. Inténtelo de nuevo."
"Diagnostics are disabled in configuration.","Los diagnósticos están desactivados en la configuración."
"A valid support reference could not be generated.","No se pudo generar una referencia de soporte válida."
"The diagnostics bundle could not be generated. Please try again.","No se pudo generar el paquete de diagnóstico. Inténtelo de nuevo."
"No support email is configured. Set one in the Diagnostics configuration.","No hay ningún correo de soporte configurado. Configure uno en la configuración de Diagnósticos."
"The diagnostics report could not be sent. Please try again.","No se pudo enviar el informe de diagnóstico. Inténtelo de nuevo."
"This report has no downloadable bundle.","Este informe no tiene ningún paquete descargable."
"The bundle path is invalid.","La ruta del paquete no es válida."
"The bundle file no longer exists on the server.","El archivo del paquete ya no existe en el servidor."
"The diagnostics archive could not be created.","No se pudo crear el archivo de diagnóstico."
"Health Overview","Resumen de estado"
"Overall status: %1","Estado general: %1"
"%1 error(s), %2 warning(s).","%1 error(es), %2 advertencia(s)."
"Check","Comprobación"
"Details","Detalles"
"Current Security Score","Puntuación de seguridad actual"
"Recalculate & Snapshot","Recalcular y capturar"
"Rating: %1","Calificación: %1"
"Category Breakdown","Desglose por categoría"
"Category","Categoría"
"Recommendations","Recomendaciones"
"No recommendations — your configuration looks great.","Sin recomendaciones: su configuración es excelente."
"Generate Diagnostics Bundle","Generar paquete de diagnóstico"
"Bundles never contain passwords, keys or tokens. Logs are sanitised.","Los paquetes nunca contienen contraseñas, claves ni tokens. Los registros se depuran."
"Run Cleanup Now","Ejecutar limpieza ahora"
"Removes expired data per the configured retention windows.","Elimina los datos caducados según las ventanas de retención configuradas."
"Encourage more administrators to register a passkey.","Anime a más administradores a registrar una clave de acceso."
"Enable passkey-first login so passkeys are offered before passwords.","Active el inicio de sesión con clave de acceso primero para ofrecer las claves de acceso antes que las contraseñas."
"Consider disabling password fallback once every admin has a passkey.","Considere desactivar la alternativa por contraseña una vez que todos los administradores tengan una clave de acceso."
"Serve the Admin over HTTPS; WebAuthn requires a secure context.","Sirva el administrador a través de HTTPS; WebAuthn requiere un contexto seguro."
"Enable lockout protection to throttle brute-force attempts.","Active la protección por bloqueo para limitar los intentos de fuerza bruta."
"Enable scheduled cleanup so expired data does not accumulate.","Active la limpieza programada para que los datos caducados no se acumulen."
"Resolve the failing health checks to improve your score.","Resuelva las comprobaciones de estado fallidas para mejorar su puntuación."
"Disable emergency recovery mode now that access is restored.","Desactive el modo de recuperación de emergencia ahora que se ha restablecido el acceso."
"Review the active lockouts for signs of an attack.","Revise los bloqueos activos en busca de indicios de un ataque."
"Logo","Logotipo"
"Icon","Icono"
"Background Image (optional)","Imagen de fondo (opcional)"
"Wizard Illustration","Ilustración del asistente"
"Dashboard Icon","Icono del panel"
"Accepted: SVG, PNG, JPG, WebP. SVG files are sanitised before storage.","Aceptado: SVG, PNG, JPG, WebP. Los archivos SVG se depuran antes de almacenarse."
"Optional login background. Accepted: SVG, PNG, JPG, WebP.","Fondo de inicio de sesión opcional. Aceptado: SVG, PNG, JPG, WebP."
"Illustration shown in the passkey setup wizard. Accepted: SVG, PNG, JPG, WebP.","Ilustración que se muestra en el asistente de configuración de clave de acceso. Aceptado: SVG, PNG, JPG, WebP."
"Icon shown on the Admin dashboard widget. Accepted: SVG, PNG, JPG, WebP.","Icono que se muestra en el widget del panel del administrador. Aceptado: SVG, PNG, JPG, WebP."
"Login Intro Copy","Texto de introducción del inicio de sesión"
